"commodity","usa","china","row","canada","mexico","ftrow","japan","eu","uk"
"i_s",1.66187294325937e-06,922.7431640625,13083.2958984375,5330.1064453125,4019.97241210938,3222.82470703125,1670.47631835938,5305.38671875,753.117248535156
"nfm",1.97537815438409e-06,573.012390136719,14170.68359375,4639.810546875,9061.85546875,13893.2939453125,1030.12182617188,2952.52221679688,2084.70361328125
"fmp",3.57443673237867e-06,5363.28271484375,3688.4736328125,2597.75415039062,2454.17944335938,1313.92468261719,1440.70886230469,4615.5107421875,1113.70104980469
"ele",2.13704925045022e-06,84221.3984375,47429.98046875,9374.1015625,71682.15625,34317.03515625,13358.7333984375,24944.525390625,5325.888671875
"eeq",2.56127577813459e-06,21667.82421875,9087.1748046875,6595.8544921875,53582.1875,5673.1357421875,6944.63818359375,11668.189453125,1670.45556640625
"ome",2.05170840672508e-06,14836.1298828125,9856.6630859375,20145.642578125,17749.576171875,6040.59228515625,16055.1044921875,31981.048828125,5723.7626953125
"mvh",1.81292557499546e-06,8686.53515625,5328.69921875,50843.875,78465.796875,14537.798828125,37338.9453125,34462.95703125,6867.62109375
"otn",1.65646486038895e-06,2786.640625,4152.875,15014.408203125,2722.6796875,2145.71240234375,4458.39208984375,15035.6572265625,5791.57080078125
"omf",2.04623120225733e-06,28528.58203125,25009.107421875,1912.17761230469,8350.8544921875,14299.8525390625,2165.99340820312,20323.083984375,6225.076171875
"ely",9.47998444189579e-07,9.1237964630127,71.2395095825195,4961.02734375,14.5356769561768,13.6206541061401,0.00202258699573576,51.2409782409668,4.55787181854248
"gdt",9.82662754722696e-07,4.60541582107544,127.361221313477,3.17957973480225,0.0115265408530831,6.77991342544556,0.000689091626554728,10.0959568023682,4.47162580490112
"wtr",9.69125494520995e-07,1.73588693141937,33.5398254394531,1.57135999202728,2.84153389930725,7.54203128814697,0.827413380146027,15.7353639602661,6.58043527603149
"cns",9.63706270340481e-07,182.287094116211,1355.17919921875,365.161834716797,39.2320823669434,347.821502685547,230.415832519531,634.519165039062,225.665390014648
"trd",9.79777382781322e-07,11228.294921875,4560.4921875,1657.77954101562,333.925567626953,1850.63671875,345.577789306641,4164.80908203125,1442.67663574219
"afs",9.91116394288838e-07,3790.12524414062,34307.2109375,6944.45849609375,14305.8818359375,13247.1689453125,2325.86010742188,21223.447265625,4225.90380859375
"otp",9.95083610177971e-07,254.635009765625,2314.78466796875,256.040985107422,643.83544921875,615.120239257812,38.3345527648926,1280.00610351562,152.295333862305
"wtp",9.62119884206913e-07,416.851318359375,1865.8359375,226.282424926758,20.2999019622803,677.570556640625,36.181079864502,152.703536987305,56.8460235595703
"atp",9.911352663039e-07,5421.61767578125,10769.6552734375,4574.5283203125,2879.67944335938,6206.4677734375,1483.70239257812,11947.849609375,5062.67431640625
"whs",9.69365032688074e-07,445.018829345703,1461.30395507812,482.289642333984,194.075424194336,486.426849365234,116.646171569824,786.842407226562,499.751068115234
"cmn",9.69662096395041e-07,3654.93334960938,26920.76953125,7355.44091796875,982.063415527344,5510.912109375,1743.08740234375,19301.8984375,6002.7763671875
"ofi",9.90815237855713e-07,3981.89501953125,8936.5751953125,4503.47607421875,377.853424072266,4029.93408203125,2770.13012695312,8328.083984375,17127.638671875
"ins",9.96746052805975e-07,532.516967773438,28089.427734375,935.631530761719,446.687591552734,889.767639160156,448.918487548828,9414.4638671875,5772.62744140625
"rsa",9.88555143521808e-07,33.3835868835449,3584.4775390625,212.651565551758,123.478103637695,464.50439453125,279.295440673828,2389.97631835938,121.798484802246
"obs",9.5747304840188e-07,9945.8427734375,37244.41015625,11747.2158203125,2777.18774414062,14532.3447265625,6509.685546875,41839.2421875,22352.04296875
"ros",9.85692736321653e-07,193.482482910156,844.023193359375,270.573638916016,89.6158447265625,215.335708618164,107.570167541504,577.367553710938,157.215133666992
"osg",9.90801027000998e-07,182.665374755859,6670.77099609375,356.869018554688,116.533813476562,3576.88232421875,3859.27221679688,6071.5849609375,424.526489257812
"edu",9.937967888618e-07,1057.09826660156,3598.58032226562,2375.50439453125,207.084335327148,1793.71350097656,155.639251708984,3276.2548828125,3980.90112304688
"hht",9.89133695838973e-07,437.000640869141,853.440307617188,172.524978637695,292.374420166016,518.122802734375,9.89128303527832,615.014038085938,115.077095031738
"dwe",1.01993975931691e-06,0,0,0,0,0,0,0,0
